id,session,category,office,name,url
1345603,2013,ASSEMBLY DISTRICTS,ASSEMBLY 60,"LINDER, ERIC",/Campaign/Candidates/Detail.aspx?session=2013&id=1345603
1005789,2013,ASSEMBLY DISTRICTS,ASSEMBLY 61,"MEDINA, JOSE J.",/Campaign/Candidates/Detail.aspx?session=2013&id=1005789
1235136,2013,ASSEMBLY DISTRICTS,ASSEMBLY 62,"BRADFORD, STEVEN",/Campaign/Candidates/Detail.aspx?session=2013&id=1235136
1335212,2013,ASSEMBLY DISTRICTS,ASSEMBLY 63,"RENDON, ANTHONY",/Campaign/Candidates/Detail.aspx?session=2013&id=1335212
1276161,2013,ASSEMBLY DISTRICTS,ASSEMBLY 64,"HALL, ISADORE",/Campaign/Candidates/Detail.aspx?session=2013&id=1276161
1345707,2013,ASSEMBLY DISTRICTS,ASSEMBLY 65,"QUIRK-SILVA, SHARON",/Campaign/Candidates/Detail.aspx?session=2013&id=1345707
1315952,2013,ASSEMBLY DISTRICTS,ASSEMBLY 66,"MURATSUCHI, AL",/Campaign/Candidates/Detail.aspx?session=2013&id=1315952
1340675,2013,ASSEMBLY DISTRICTS,ASSEMBLY 67,"MELENDEZ, MELISSA",/Campaign/Candidates/Detail.aspx?session=2013&id=1340675
1260382,2013,ASSEMBLY DISTRICTS,ASSEMBLY 68,"WAGNER, DON",/Campaign/Candidates/Detail.aspx?session=2013&id=1260382
1341148,2013,ASSEMBLY DISTRICTS,ASSEMBLY 69,"DALY, TOM",/Campaign/Candidates/Detail.aspx?session=2013&id=1341148
1297235,2013,ASSEMBLY DISTRICTS,ASSEMBLY 70,"LOWENTHAL, BONNIE",/Campaign/Candidates/Detail.aspx?session=2013&id=1297235
1319720,2013,ASSEMBLY DISTRICTS,ASSEMBLY 71,"JONES, BRIAN W.",/Campaign/Candidates/Detail.aspx?session=2013&id=1319720
1345834,2013,ASSEMBLY DISTRICTS,ASSEMBLY 72,"ALLEN, TRAVIS",/Campaign/Candidates/Detail.aspx?session=2013&id=1345834
1281241,2013,ASSEMBLY DISTRICTS,ASSEMBLY 73,"HARKEY, DIANE",/Campaign/Candidates/Detail.aspx?session=2013&id=1281241
1317797,2013,ASSEMBLY DISTRICTS,ASSEMBLY 74,"MANSOOR, ALLAN R.",/Campaign/Candidates/Detail.aspx?session=2013&id=1317797
1273672,2013,ASSEMBLY DISTRICTS,ASSEMBLY 75,"WALDRON, MARIE",/Campaign/Candidates/Detail.aspx?session=2013&id=1273672
1339551,2013,ASSEMBLY DISTRICTS,ASSEMBLY 76,"CHAVEZ, ROCKY",/Campaign/Candidates/Detail.aspx?session=2013&id=1339551
1339637,2013,ASSEMBLY DISTRICTS,ASSEMBLY 77,"MAIENSCHEIN, BRIAN",/Campaign/Candidates/Detail.aspx?session=2013&id=1339637
1314678,2013,ASSEMBLY DISTRICTS,ASSEMBLY 78,"ATKINS, TONI G.",/Campaign/Candidates/Detail.aspx?session=2013&id=1314678
1342820,2013,ASSEMBLY DISTRICTS,ASSEMBLY 79,"WEBER, SHIRLEY",/Campaign/Candidates/Detail.aspx?session=2013&id=1342820
1353845,2013,ASSEMBLY DISTRICTS,ASSEMBLY 80,"GONZALEZ, LORENA S.",/Campaign/Candidates/Detail.aspx?session=2013&id=1353845
1265530,2011,STATEWIDE OFFICES,GOVERNOR,"BROWN, EDMUND G. (JERRY)",/Campaign/Candidates/Detail.aspx?session=2011&id=1265530
1308192,2011,STATEWIDE OFFICES,LIEUTENANT GOVERNOR,"NEWSOM, GAVIN",/Campaign/Candidates/Detail.aspx?session=2011&id=1308192
1003952,2011,STATEWIDE OFFICES,SECRETARY OF STATE,"BOWEN, DEBRA",/Campaign/Candidates/Detail.aspx?session=2011&id=1003952
1005192,2011,STATEWIDE OFFICES,CONTROLLER,"CHIANG, JOHN",/Campaign/Candidates/Detail.aspx?session=2011&id=1005192
1000654,2011,STATEWIDE OFFICES,TREASURER,"LOCKYER, BILL",/Campaign/Candidates/Detail.aspx?session=2011&id=1000654
1313503,2011,STATEWIDE OFFICES,ATTORNEY GENERAL,"HARRIS, KAMALA D.",/Campaign/Candidates/Detail.aspx?session=2011&id=1313503
1314864,2011,STATEWIDE OFFICES,SUPERINTENDENT OF PUBLIC INSTRUCTION,"TORLAKSON, TOM",/Campaign/Candidates/Detail.aspx?session=2011&id=1314864
1224542,2011,STATEWIDE OFFICES,INSURANCE COMMISSIONER,"JONES, DAVE",/Campaign/Candidates/Detail.aspx?session=2011&id=1224542
1273041,2011,BOARD OF EQUALIZATION,MEMBER BOARD OF EQUALIZATION 01,"YEE, BETTY T.",/Campaign/Candidates/Detail.aspx?session=2011&id=1273041
1005399,2011,BOARD OF EQUALIZATION,MEMBER BOARD OF EQUALIZATION 02,"RUNNER, GEORGE C.",/Campaign/Candidates/Detail.aspx?session=2011&id=1005399
1257034,2011,BOARD OF EQUALIZATION,MEMBER BOARD OF EQUALIZATION 03,"STEEL, MICHELLE",/Campaign/Candidates/Detail.aspx?session=2011&id=1257034
1220801,2011,BOARD OF EQUALIZATION,MEMBER BOARD OF EQUALIZATION 04,"HORTON, JEROME E.",/Campaign/Candidates/Detail.aspx?session=2011&id=1220801
1265444,2011,SENATE DISTRICTS,STATE SENATE 01,"GAINES, EDWARD T",/Campaign/Candidates/Detail.aspx?session=2011&id=1265444
1227859,2011,SENATE DISTRICTS,STATE SENATE 02,"EVANS, NOREEN M.",/Campaign/Candidates/Detail.aspx?session=2011&id=1227859
1226645,2011,SENATE DISTRICTS,STATE SENATE 03,"LENO, MARK",/Campaign/Candidates/Detail.aspx?session=2011&id=1226645
1239935,2011,SENATE DISTRICTS,STATE SENATE 04,"LA MALFA, DOUG",/Campaign/Candidates/Detail.aspx?session=2011&id=1239935
1235630,2011,SENATE DISTRICTS,STATE SENATE 05,"WOLK, LOIS",/Campaign/Candidates/Detail.aspx?session=2011&id=1235630
1005223,2011,SENATE DISTRICTS,STATE SENATE 06,"STEINBERG, DARRELL",/Campaign/Candidates/Detail.aspx?session=2011&id=1005223
1236046,2011,SENATE DISTRICTS,STATE SENATE 07,"DE SAULNIER, MARK",/Campaign/Candidates/Detail.aspx?session=2011&id=1236046
1226856,2011,SENATE DISTRICTS,STATE SENATE 08,"YEE, LELAND Y.",/Campaign/Candidates/Detail.aspx?session=2011&id=1226856
1238901,2011,SENATE DISTRICTS,STATE SENATE 09,"HANCOCK, LONI",/Campaign/Candidates/Detail.aspx?session=2011&id=1238901
1005551,2011,SENATE DISTRICTS,STATE SENATE 10,"CORBETT, ELLEN",/Campaign/Candidates/Detail.aspx?session=2011&id=1005551
1004819,2011,SENATE DISTRICTS,STATE SENATE 11,"SIMITIAN, S. JOSEPH",/Campaign/Candidates/Detail.aspx?session=2011&id=1004819
1318121,2011,SENATE DISTRICTS,STATE SENATE 12,"CANNELLA, ANTHONY JOSEPH",/Campaign/Candidates/Detail.aspx?session=2011&id=1318121
1004827,2011,SENATE DISTRICTS,STATE SENATE 13,"ALQUIST, ELAINE",/Campaign/Candidates/Detail.aspx?session=2011&id=1004827
1294245,2011,SENATE DISTRICTS,STATE SENATE 14,"BERRYHILL, TOM",/Campaign/Candidates/Detail.aspx?session=2011&id=1294245
1234847,2011,SENATE DISTRICTS,STATE SENATE 15,"BLAKESLEE, SAM",/Campaign/Candidates/Detail.aspx?session=2011&id=1234847
1308516,2011,SENATE DISTRICTS,STATE SENATE 16,"RUBIO, MICHAEL J.",/Campaign/Candidates/Detail.aspx?session=2011&id=1308516
1238644,2011,SENATE DISTRICTS,STATE SENATE 17,"RUNNER, SHARON",/Campaign/Candidates/Detail.aspx?session=2011&id=1238644
1284988,2011,SENATE DISTRICTS,STATE SENATE 18,"FULLER, JEAN",/Campaign/Candidates/Detail.aspx?session=2011&id=1284988
1005462,2011,SENATE DISTRICTS,STATE SENATE 19,"STRICKLAND, TONY",/Campaign/Candidates/Detail.aspx?session=2011&id=1005462
1278243,2011,SENATE DISTRICTS,STATE SENATE 20,"PADILLA, ALEX",/Campaign/Candidates/Detail.aspx?session=2011&id=1278243
1005704,2011,SENATE DISTRICTS,STATE SENATE 21,"LIU, CAROL",/Campaign/Candidates/Detail.aspx?session=2011&id=1005704
1263266,2011,SENATE DISTRICTS,STATE SENATE 22,"DE LEON, KEVIN",/Campaign/Candidates/Detail.aspx?session=2011&id=1263266
1005757,2011,SENATE DISTRICTS,STATE SENATE 23,"PAVLEY, FRAN",/Campaign/Candidates/Detail.aspx?session=2011&id=1005757
1266775,2011,SENATE DISTRICTS,STATE SENATE 24,"HERNANDEZ, EDWARD P.",/Campaign/Candidates/Detail.aspx?session=2011&id=1266775
1005448,2011,SENATE DISTRICTS,STATE SENATE 25,"WRIGHT, RODERICK ""ROD""",/Campaign/Candidates/Detail.aspx?session=2011&id=1005448
1317525,2011,SENATE DISTRICTS,STATE SENATE 26,"PRICE, CURREN D.",/Campaign/Candidates/Detail.aspx?session=2011&id=1317525
1005392,2011,SENATE DISTRICTS,STATE SENATE 27,"LOWENTHAL, ALAN",/Campaign/Candidates/Detail.aspx?session=2011&id=1005392
1277958,2011,SENATE DISTRICTS,STATE SENATE 28,"LIEU, TED",/Campaign/Candidates/Detail.aspx?session=2011&id=1277958
1005380,2011,SENATE DISTRICTS,STATE SENATE 29,"HUFF, ROBERT 'BOB'",/Campaign/Candidates/Detail.aspx?session=2011&id=1005380
1235391,2011,SENATE DISTRICTS,STATE SENATE 30,"CALDERON, RONALD",/Campaign/Candidates/Detail.aspx?session=2011&id=1235391
1233959,2011,SENATE DISTRICTS,STATE SENATE 31,"DUTTON, BOB",/Campaign/Candidates/Detail.aspx?session=2011&id=1233959
1005234,2011,SENATE DISTRICTS,STATE SENATE 32,"MC LEOD, GLORIA NEGRETE",/Campaign/Candidates/Detail.aspx?session=2011&id=1005234
1251751,2011,SENATE DISTRICTS,STATE SENATE 33,"WALTERS, MIMI",/Campaign/Candidates/Detail.aspx?session=2011&id=1251751
1004849,2011,SENATE DISTRICTS,STATE SENATE 34,"CORREA, LOU",/Campaign/Candidates/Detail.aspx?session=2011&id=1004849
1282258,2011,SENATE DISTRICTS,STATE SENATE 35,"HARMAN, TOM",/Campaign/Candidates/Detail.aspx?session=2011&id=1282258
1004048,2011,SENATE DISTRICTS,STATE SENATE 36,"ANDERSON, JOEL C.",/Campaign/Candidates/Detail.aspx?session=2011&id=1004048
1261353,2011,SENATE DISTRICTS,STATE SENATE 37,"EMMERSON, BILL",/Campaign/Candidates/Detail.aspx?session=2011&id=1261353
1005714,2011,SENATE DISTRICTS,STATE SENATE 38,"WYLAND, MARK B.",/Campaign/Candidates/Detail.aspx?session=2011&id=1005714
1005669,2011,SENATE DISTRICTS,STATE SENATE 39,"KEHOE, CHRISTINE",/Campaign/Candidates/Detail.aspx?session=2011&id=1005669
1005741,2011,SENATE DISTRICTS,STATE SENATE 40,"VARGAS, JUAN C.",/Campaign/Candidates/Detail.aspx?session=2011&id=1005741
1005209,2011,ASSEMBLY DISTRICTS,ASSEMBLY 01,"CHESBRO, WESLEY",/Campaign/Candidates/Detail.aspx?session=2011&id=1005209
1299401,2011,ASSEMBLY DISTRICTS,ASSEMBLY 02,"NIELSEN, JIM",/Campaign/Candidates/Detail.aspx?session=2011&id=1299401
1292895,2011,ASSEMBLY DISTRICTS,ASSEMBLY 03,"LOGUE, DANIEL R.",/Campaign/Candidates/Detail.aspx?session=2011&id=1292895
1335196,2011,ASSEMBLY DISTRICTS,ASSEMBLY 04,"GAINES, BETH B.",/Campaign/Candidates/Detail.aspx?session=2011&id=1335196
1319205,2011,ASSEMBLY DISTRICTS,ASSEMBLY 05,"PAN, RICHARD",/Campaign/Candidates/Detail.aspx?session=2011&id=1319205
1273044,2011,ASSEMBLY DISTRICTS,ASSEMBLY 06,"HUFFMAN, JARED",/Campaign/Candidates/Detail.aspx?session=2011&id=1273044
1317458,2011,ASSEMBLY DISTRICTS,ASSEMBLY 07,"ALLEN, MICHAEL J.",/Campaign/Candidates/Detail.aspx?session=2011&id=1317458
1295701,2011,ASSEMBLY DISTRICTS,ASSEMBLY 08,"YAMADA, MARIKO M.",/Campaign/Candidates/Detail.aspx?session=2011&id=1295701
1251341,2011,ASSEMBLY DISTRICTS,ASSEMBLY 09,"DICKINSON, ROGER",/Campaign/Candidates/Detail.aspx?session=2011&id=1251341
1297647,2011,ASSEMBLY DISTRICTS,ASSEMBLY 10,"HUBER, ALYSON",/Campaign/Candidates/Detail.aspx?session=2011&id=1297647
1315657,2011,ASSEMBLY DISTRICTS,ASSEMBLY 11,"BONILLA, SUSAN",/Campaign/Candidates/Detail.aspx?session=2011&id=1315657
1261661,2011,ASSEMBLY DISTRICTS,ASSEMBLY 12,"MA, FIONA",/Campaign/Candidates/Detail.aspx?session=2011&id=1261661
1290517,2011,ASSEMBLY DISTRICTS,ASSEMBLY 13,"AMMIANO, TOM",/Campaign/Candidates/Detail.aspx?session=2011&id=1290517
1303644,2011,ASSEMBLY DISTRICTS,ASSEMBLY 14,"SKINNER, NANCY",/Campaign/Candidates/Detail.aspx?session=2011&id=1303644
1299400,2011,ASSEMBLY DISTRICTS,ASSEMBLY 15,"BUCHANAN, JOAN",/Campaign/Candidates/Detail.aspx?session=2011&id=1299400
1268691,2011,ASSEMBLY DISTRICTS,ASSEMBLY 16,"SWANSON, SANDRE",/Campaign/Candidates/Detail.aspx?session=2011&id=1268691
1273495,2011,ASSEMBLY DISTRICTS,ASSEMBLY 17,"GALGIANI, CATHLEEN",/Campaign/Candidates/Detail.aspx?session=2011&id=1273495
1266779,2011,ASSEMBLY DISTRICTS,ASSEMBLY 18,"HAYASHI, MARY",/Campaign/Candidates/Detail.aspx?session=2011&id=1266779
1290757,2011,ASSEMBLY DISTRICTS,ASSEMBLY 19,"HILL, JERRY A.",/Campaign/Candidates/Detail.aspx?session=2011&id=1290757
1315744,2011,ASSEMBLY DISTRICTS,ASSEMBLY 20,"WIECKOWSKI, ROBERT",/Campaign/Candidates/Detail.aspx?session=2011&id=1315744
1316724,2011,ASSEMBLY DISTRICTS,ASSEMBLY 21,"GORDON, RICHARD S.",/Campaign/Candidates/Detail.aspx?session=2011&id=1316724
1296276,2011,ASSEMBLY DISTRICTS,ASSEMBLY 22,"FONG, PAUL",/Campaign/Candidates/Detail.aspx?session=2011&id=1296276
1318599,2011,ASSEMBLY DISTRICTS,ASSEMBLY 23,"CAMPOS, NORA  ELIA",/Campaign/Candidates/Detail.aspx?session=2011&id=1318599
1251768,2011,ASSEMBLY DISTRICTS,ASSEMBLY 24,"BEALL, JIM",/Campaign/Candidates/Detail.aspx?session=2011&id=1251768
1323478,2011,ASSEMBLY DISTRICTS,ASSEMBLY 25,"OLSEN, KRISTIN M.",/Campaign/Candidates/Detail.aspx?session=2011&id=1323478
1291444,2011,ASSEMBLY DISTRICTS,ASSEMBLY 26,"BERRYHILL, WILLIAM R.",/Campaign/Candidates/Detail.aspx?session=2011&id=1291444
1297947,2011,ASSEMBLY DISTRICTS,ASSEMBLY 27,"MONNING, WILLIAM W.",/Campaign/Candidates/Detail.aspx?session=2011&id=1297947
1318708,2011,ASSEMBLY DISTRICTS,ASSEMBLY 28,"ALEJO, LUIS",/Campaign/Candidates/Detail.aspx?session=2011&id=1318708
1323720,2011,ASSEMBLY DISTRICTS,ASSEMBLY 29,"HALDERMAN, LINDA F.",/Campaign/Candidates/Detail.aspx?session=2011&id=1323720
1322852,2011,ASSEMBLY DISTRICTS,ASSEMBLY 30,"VALADAO, DAVID G.",/Campaign/Candidates/Detail.aspx?session=2011&id=1322852
1235519,2011,ASSEMBLY DISTRICTS,ASSEMBLY 31,"PEREA, HENRY T.",/Campaign/Candidates/Detail.aspx?session=2011&id=1235519
1325437,2011,ASSEMBLY DISTRICTS,ASSEMBLY 32,"GROVE, SHANNON",/Campaign/Candidates/Detail.aspx?session=2011&id=1325437
1317317,2011,ASSEMBLY DISTRICTS,ASSEMBLY 33,"ACHADJIAN, KHATCHIK",/Campaign/Candidates/Detail.aspx?session=2011&id=1317317
1224866,2011,ASSEMBLY DISTRICTS,ASSEMBLY 34,"CONWAY, CONNIE",/Campaign/Candidates/Detail.aspx?session=2011&id=1224866
1316434,2011,ASSEMBLY DISTRICTS,ASSEMBLY 35,"WILLIAMS, DAS",/Campaign/Candidates/Detail.aspx?session=2011&id=1316434
1295329,2011,ASSEMBLY DISTRICTS,ASSEMBLY 36,"KNIGHT, STEVE",/Campaign/Candidates/Detail.aspx?session=2011&id=1295329
1236048,2011,ASSEMBLY DISTRICTS,ASSEMBLY 37,"GORELL, JEFF",/Campaign/Candidates/Detail.aspx?session=2011&id=1236048
1277161,2011,ASSEMBLY DISTRICTS,ASSEMBLY 38,"SMYTH, CAMERON",/Campaign/Candidates/Detail.aspx?session=2011&id=1277161
1295035,2011,ASSEMBLY DISTRICTS,ASSEMBLY 39,"FUENTES, FELIPE",/Campaign/Candidates/Detail.aspx?session=2011&id=1295035
1295328,2011,ASSEMBLY DISTRICTS,ASSEMBLY 40,"BLUMENFIELD, BOB",/Campaign/Candidates/Detail.aspx?session=2011&id=1295328
1272017,2011,ASSEMBLY DISTRICTS,ASSEMBLY 41,"BROWNLEY, JULIA",/Campaign/Candidates/Detail.aspx?session=2011&id=1272017
1257933,2011,ASSEMBLY DISTRICTS,ASSEMBLY 42,"FEUER, MICHAEL NELSON",/Campaign/Candidates/Detail.aspx?session=2011&id=1257933
1005008,2011,ASSEMBLY DISTRICTS,ASSEMBLY 43,"GATTO, MIKE",/Campaign/Candidates/Detail.aspx?session=2011&id=1005008
1267043,2011,ASSEMBLY DISTRICTS,ASSEMBLY 44,"PORTANTINO, ANTHONY",/Campaign/Candidates/Detail.aspx?session=2011&id=1267043
1005224,2011,ASSEMBLY DISTRICTS,ASSEMBLY 45,"CEDILLO, GILBERT",/Campaign/Candidates/Detail.aspx?session=2011&id=1005224
1304250,2011,ASSEMBLY DISTRICTS,ASSEMBLY 46,"PEREZ, JOHN A.",/Campaign/Candidates/Detail.aspx?session=2011&id=1304250
1307762,2011,ASSEMBLY DISTRICTS,ASSEMBLY 47,"MITCHELL, HOLLY J.",/Campaign/Candidates/Detail.aspx?session=2011&id=1307762
1277329,2011,ASSEMBLY DISTRICTS,ASSEMBLY 48,"DAVIS, MIKE",/Campaign/Candidates/Detail.aspx?session=2011&id=1277329
1275685,2011,ASSEMBLY DISTRICTS,ASSEMBLY 49,"ENG, MICHAEL",/Campaign/Candidates/Detail.aspx?session=2011&id=1275685
1304215,2011,ASSEMBLY DISTRICTS,ASSEMBLY 50,"LARA, RICARDO",/Campaign/Candidates/Detail.aspx?session=2011&id=1304215
1235136,2011,ASSEMBLY DISTRICTS,ASSEMBLY 51,"BRADFORD, STEVEN",/Campaign/Candidates/Detail.aspx?session=2011&id=1235136
1276161,2011,ASSEMBLY DISTRICTS,ASSEMBLY 52,"HALL, ISADORE",/Campaign/Candidates/Detail.aspx?session=2011&id=1276161
1298929,2011,ASSEMBLY DISTRICTS,ASSEMBLY 53,"BUTLER, BETSY",/Campaign/Candidates/Detail.aspx?session=2011&id=1298929
1297235,2011,ASSEMBLY DISTRICTS,ASSEMBLY 54,"LOWENTHAL, BONNIE",/Campaign/Candidates/Detail.aspx?session=2011&id=1297235
1265441,2011,ASSEMBLY DISTRICTS,ASSEMBLY 55,"FURUTANI, WARREN",/Campaign/Candidates/Detail.aspx?session=2011&id=1265441
1238223,2011,ASSEMBLY DISTRICTS,ASSEMBLY 56,"MENDOZA, TONY",/Campaign/Candidates/Detail.aspx?session=2011&id=1238223
1276119,2011,ASSEMBLY DISTRICTS,ASSEMBLY 57,"HERNANDEZ, ROGER",/Campaign/Candidates/Detail.aspx?session=2011&id=1276119
1001590,2011,ASSEMBLY DISTRICTS,ASSEMBLY 58,"CALDERON, CHARLES M.",/Campaign/Candidates/Detail.aspx?session=2011&id=1001590
1324846,2011,ASSEMBLY DISTRICTS,ASSEMBLY 59,"DONNELLY, TIM",/Campaign/Candidates/Detail.aspx?session=2011&id=1324846
1297723,2011,ASSEMBLY DISTRICTS,ASSEMBLY 60,"HAGMAN, CURT",/Campaign/Candidates/Detail.aspx?session=2011&id=1297723
1226719,2011,ASSEMBLY DISTRICTS,ASSEMBLY 61,"TORRES, NORMA",/Campaign/Candidates/Detail.aspx?session=2011&id=1226719
1281998,2011,ASSEMBLY DISTRICTS,ASSEMBLY 62,"CARTER, WILMER AMINA",/Campaign/Candidates/Detail.aspx?session=2011&id=1281998
1252076,2011,ASSEMBLY DISTRICTS,ASSEMBLY 63,"MORRELL, MIKE",/Campaign/Candidates/Detail.aspx?session=2011&id=1252076
1301731,2011,ASSEMBLY DISTRICTS,ASSEMBLY 64,"NESTANDE, BRIAN",/Campaign/Candidates/Detail.aspx?session=2011&id=1301731
1277238,2011,ASSEMBLY DISTRICTS,ASSEMBLY 65,"COOK, PAUL J.",/Campaign/Candidates/Detail.aspx?session=2011&id=1277238
1274283,2011,ASSEMBLY DISTRICTS,ASSEMBLY 66,"JEFFRIES, KEVIN D.",/Campaign/Candidates/Detail.aspx?session=2011&id=1274283
1241308,2011,ASSEMBLY DISTRICTS,ASSEMBLY 67,"SILVA, JAMES W.",/Campaign/Candidates/Detail.aspx?session=2011&id=1241308
1317797,2011,ASSEMBLY DISTRICTS,ASSEMBLY 68,"MANSOOR, ALLAN R.",/Campaign/Candidates/Detail.aspx?session=2011&id=1317797
1279123,2011,ASSEMBLY DISTRICTS,ASSEMBLY 69,"SOLORIO, JOSE",/Campaign/Candidates/Detail.aspx?session=2011&id=1279123
1260382,2011,ASSEMBLY DISTRICTS,ASSEMBLY 70,"WAGNER, DON",/Campaign/Candidates/Detail.aspx?session=2011&id=1260382
1224578,2011,ASSEMBLY DISTRICTS,ASSEMBLY 71,"MILLER, JEFF",/Campaign/Candidates/Detail.aspx?session=2011&id=1224578
1005701,2011,ASSEMBLY DISTRICTS,ASSEMBLY 72,"NORBY, CHRIS",/Campaign/Candidates/Detail.aspx?session=2011&id=1005701
1281241,2011,ASSEMBLY DISTRICTS,ASSEMBLY 73,"HARKEY, DIANE",/Campaign/Candidates/Detail.aspx?session=2011&id=1281241
1274189,2011,ASSEMBLY DISTRICTS,ASSEMBLY 74,"GARRICK, MARTIN W.",/Campaign/Candidates/Detail.aspx?session=2011&id=1274189
1281232,2011,ASSEMBLY DISTRICTS,ASSEMBLY 75,"FLETCHER, NATHAN B.",/Campaign/Candidates/Detail.aspx?session=2011&id=1281232
1314678,2011,ASSEMBLY DISTRICTS,ASSEMBLY 76,"ATKINS, TONI G.",/Campaign/Candidates/Detail.aspx?session=2011&id=1314678
1319720,2011,ASSEMBLY DISTRICTS,ASSEMBLY 77,"JONES, BRIAN W.",/Campaign/Candidates/Detail.aspx?session=2011&id=1319720
1294014,2011,ASSEMBLY DISTRICTS,ASSEMBLY 78,"BLOCK, MARTY J.",/Campaign/Candidates/Detail.aspx?session=2011&id=1294014
1315742,2011,ASSEMBLY DISTRICTS,ASSEMBLY 79,"HUESO, BEN",/Campaign/Candidates/Detail.aspx?session=2011&id=1315742
1304928,2011,ASSEMBLY DISTRICTS,ASSEMBLY 80,"PEREZ, V. MANUEL",/Campaign/Candidates/Detail.aspx?session=2011&id=1304928
1256983,2009,STATEWIDE OFFICES,GOVERNOR,"SCHWARZENEGGER, ARNOLD",/Campaign/Candidates/Detail.aspx?session=2009&id=1256983
1000842,2009,STATEWIDE OFFICES,LIEUTENANT GOVERNOR,"GARAMENDI, JOHN",/Campaign/Candidates/Detail.aspx?session=2009&id=1000842
1003952,2009,STATEWIDE OFFICES,SECRETARY OF STATE,"BOWEN, DEBRA",/Campaign/Candidates/Detail.aspx?session=2009&id=1003952
1005192,2009,STATEWIDE OFFICES,CONTROLLER,"CHIANG, JOHN",/Campaign/Candidates/Detail.aspx?session=2009&id=1005192
1000654,2009,STATEWIDE OFFICES,TREASURER,"LOCKYER, BILL",/Campaign/Candidates/Detail.aspx?session=2009&id=1000654
1265530,2009,STATEWIDE OFFICES,ATTORNEY GENERAL,"BROWN, EDMUND G. (JERRY)",/Campaign/Candidates/Detail.aspx?session=2009&id=1265530
1001286,2009,STATEWIDE OFFICES,SUPERINTENDENT OF PUBLIC INSTRUCTION,"O'CONNELL, JACK",/Campaign/Candidates/Detail.aspx?session=2009&id=1001286
1256885,2009,STATEWIDE OFFICES,INSURANCE COMMISSIONER,"POIZNER, STEVE",/Campaign/Candidates/Detail.aspx?session=2009&id=1256885
1273041,2009,BOARD OF EQUALIZATION,MEMBER BOARD OF EQUALIZATION 01,"YEE, BETTY T.",/Campaign/Candidates/Detail.aspx?session=2009&id=1273041
1000000,2009,BOARD OF EQUALIZATION,MEMBER BOARD OF EQUALIZATION 02,"LEONARD, BILL",/Campaign/Candidates/Detail.aspx?session=2009&id=1000000
1257034,2009,BOARD OF EQUALIZATION,MEMBER BOARD OF EQUALIZATION 03,"STEEL, MICHELLE",/Campaign/Candidates/Detail.aspx?session=2009&id=1257034
1004242,2009,BOARD OF EQUALIZATION,MEMBER BOARD OF EQUALIZATION 04,"CHU, JUDY",/Campaign/Candidates/Detail.aspx?session=2009&id=1004242
1005196,2009,SENATE DISTRICTS,STATE SENATE 02,"WIGGINS, PATRICIA ANN",/Campaign/Candidates/Detail.aspx?session=2009&id=1005196
1003707,2009,SENATE DISTRICTS,STATE SENATE 04,"AANESTAD, SAMUEL M.",/Campaign/Candidates/Detail.aspx?session=2009&id=1003707
1235630,2009,SENATE DISTRICTS,STATE SENATE 05,"WOLK, LOIS",/Campaign/Candidates/Detail.aspx?session=2009&id=1235630
1005223,2009,SENATE DISTRICTS,STATE SENATE 06,"STEINBERG, DARRELL",/Campaign/Candidates/Detail.aspx?session=2009&id=1005223
1236046,2009,SENATE DISTRICTS,STATE SENATE 07,"DE SAULNIER, MARK",/Campaign/Candidates/Detail.aspx?session=2009&id=1236046
1226856,2009,SENATE DISTRICTS,STATE SENATE 08,"YEE, LELAND Y.",/Campaign/Candidates/Detail.aspx?session=2009&id=1226856
1238901,2009,SENATE DISTRICTS,STATE SENATE 09,"HANCOCK, LONI",/Campaign/Candidates/Detail.aspx?session=2009&id=1238901
1005551,2009,SENATE DISTRICTS,STATE SENATE 10,"CORBETT, ELLEN",/Campaign/Candidates/Detail.aspx?session=2009&id=1005551
1004819,2009,SENATE DISTRICTS,STATE SENATE 11,"SIMITIAN, S. JOSEPH",/Campaign/Candidates/Detail.aspx?session=2009&id=1004819
1005706,2009,SENATE DISTRICTS,STATE SENATE 12,"DENHAM, JEFF",/Campaign/Candidates/Detail.aspx?session=2009&id=1005706
1004827,2009,SENATE DISTRICTS,STATE SENATE 13,"ALQUIST, ELAINE",/Campaign/Candidates/Detail.aspx?session=2009&id=1004827
1005678,2009,SENATE DISTRICTS,STATE SENATE 14,"COGDILL, DAVID E.",/Campaign/Candidates/Detail.aspx?session=2009&id=1005678
1234847,2009,SENATE DISTRICTS,STATE SENATE 15,"BLAKESLEE, SAM",/Campaign/Candidates/Detail.aspx?session=2009&id=1234847
1005244,2009,SENATE DISTRICTS,STATE SENATE 16,"FLOREZ, DEAN",/Campaign/Candidates/Detail.aspx?session=2009&id=1005244
1005399,2009,SENATE DISTRICTS,STATE SENATE 17,"RUNNER, GEORGE C.",/Campaign/Candidates/Detail.aspx?session=2009&id=1005399
1004828,2009,SENATE DISTRICTS,STATE SENATE 18,"ASHBURN, ROY",/Campaign/Candidates/Detail.aspx?session=2009&id=1004828
1005462,2009,SENATE DISTRICTS,STATE SENATE 19,"STRICKLAND, TONY",/Campaign/Candidates/Detail.aspx?session=2009&id=1005462
1278243,2009,SENATE DISTRICTS,STATE SENATE 20,"PADILLA, ALEX",/Campaign/Candidates/Detail.aspx?session=2009&id=1278243
